sentence,label,source,length,clean_sentence,clean_length,preprocessed
Linksys should have some way to exchange a bad phone for a refurb unit or something!,0,amazon,16,linksys way exchange bad phone refurb unit something,8,linksys way exchange bad phone refurb unit something
"But, Kevin Spacey is an excellent, verbal tsunami as Buddy Ackerman  and totally believable because he is a great actor.  ",1,imdb,21,kevin spacey excellent verbal tsunami buddy ackerman  totally believable great actor,12,kevin spacey excellent verbal tsunami buddy ackerman  totally believable great actor
"Stanwyck and Morgan are perfectly cast in what is, in many ways, a modern equivalent of Dickens' Christmas Carol in its sensibility.  ",1,imdb,22,stanwyck morgan perfectly cast many ways modern equivalent dickens christmas carol sensibility,12,stanwyck morgan perfectly cast many ways modern equivalent dickens christmas carol sensibility
"It's dumb and pointless, and a complete waste of time.  ",0,imdb,10,dumb pointless complete waste time,5,dumb pointless complete waste time
I could care less... The interior is just beautiful.,1,yelp,9,could care less interior beautiful,5,could care less interior beautiful
Tonight I had the Elk Filet special...and it sucked.,0,yelp,9,tonight elk filet specialand sucked,5,tonight elk filet specialand sucked
We are sending it back.,0,amazon,5,sending back,2,sending back
"Here, in The Wind and the Lion, we see a wonderful rendering of America's own Imperial age.  ",1,imdb,17,wind lion see wonderful rendering americas imperial age,8,wind lion see wonderful rendering americas imperial age
"I received my orders well within the shipping timeframe, everything was in good working order and overall, I am very excited to have this source.",1,amazon,25,received orders well within shipping timeframe everything good working order overall excited source,13,received orders well within shipping timeframe everything good working order overall excited source
The camera on the phone may be used as a dustpan when indoors... I'd rather be using a disposable then this.,0,amazon,21,camera phone may used dustpan indoors id rather using disposable,10,camera phone may used dustpan indoors id rather using disposable
Now I am getting angry and I want my damn pho.,0,yelp,11,getting angry want damn pho,5,getting angry want damn pho
"Woa, talk about awful.  ",0,imdb,4,woa talk awful,3,woa talk awful
"In other words, the content level of this film is enough to easily fill a dozen other films.  ",1,imdb,18,words content level film enough easily fill dozen films,9,words content level film enough easily fill dozen films
Great software for Motorolas.,1,amazon,4,great software motorolas,3,great software motorolas
"Yet, I enjoy watching it.  ",1,imdb,5,yet enjoy watching,3,yet enjoy watching
Give this one a look.  ,1,imdb,5,give one look,3,give one look
"Not sure who was more lost - the flat characters or the audience, nearly half of whom walked out.  ",0,imdb,19,sure lost flat characters audience nearly half walked,8,sure lost flat characters audience nearly half walked
I really don't see how anyone could enjoy this movie.  ,0,imdb,10,really dont see anyone could enjoy movie,7,really dont see anyone could enjoy movie
All in all its an insult to one's intelligence and a huge waste of money.  ,0,imdb,15,insult ones intelligence huge waste money,6,insult ones intelligence huge waste money
"I understand that it's supposed to be a cheap popcorn comedy, but that doesn't mean that it has to completely insult our intelligence, and have writing so incredibly hackneyed that it borders on offensive.  ",0,imdb,34,understand supposed cheap popcorn comedy doesnt mean completely insult intelligence writing incredibly hackneyed borders offensive,15,understand supposed cheap popcorn comedy doesnt mean completely insult intelligence writing incredibly hackneyed borders offensive
"That being said, for a phone, the camera is very nice; many cool effects to play with, and video is decent as well.",1,amazon,23,said phone camera nice many cool effects play video decent well,11,said phone camera nice many cool effects play video decent well
It looses connection to the phone even when it is within a couple feet between the two.,0,amazon,17,looses connection phone even within couple feet two,8,looses connection phone even within couple feet two
The poor batter to meat ratio made the chicken tenders very unsatisfying.,0,yelp,12,poor batter meat ratio made chicken tenders unsatisfying,8,poor batter meat ratio made chicken tenders unsatisfying
Also great directing and photography.  ,1,imdb,5,also great directing photography,4,also great directing photography
"Third, the cheese on my friend's burger was cold.",0,yelp,9,third cheese friends burger cold,5,third cheese friends burger cold
He came running after us when he realized my husband had left his sunglasses on the table.,1,yelp,17,came running us realized husband left sunglasses table,8,came running us realized husband left sunglasses table
Gets the job done.,1,amazon,4,gets job done,3,gets job done
I received my headset in good time and was happy with it.,1,amazon,12,received headset good time happy,5,received headset good time happy
I'll be looking for a new earpiece.,0,amazon,7,ill looking new earpiece,4,ill looking new earpiece
What a great double cheeseburger!,1,yelp,5,great double cheeseburger,3,great double cheeseburger
See both films if you can.  ,1,imdb,6,see films,2,see films
"The shower area is outside so you can only rinse, not take a full shower, unless you don't mind being nude for everyone to see!",0,yelp,25,shower area outside rinse take full shower unless dont mind nude everyone see,13,shower area outside rinse take full shower unless dont mind nude everyone see
"Special mention should be made of the superb music score and sound effects, which are an integral element in helping to make this such a memorable and enjoyable cartoon.  ",1,imdb,29,special mention made superb music score sound effects integral element helping make memorable enjoyable cartoon,15,special mention made superb music score sound effects integral element helping make memorable enjoyable cartoon
A lot of websites have been rating this a very good phone and so do I.,1,amazon,16,lot websites rating good phone,5,lot websites rating good phone
"* Comes with a strong light that you can use to light up your camera shots, and even flash SOS signals (seriously!",1,amazon,22,comes strong light use light camera shots even flash sos signals seriously,12,comes strong light use light camera shots even flash sos signals seriously
It's a feel-good film and that's how I felt when I came out of the cinema!  ,1,imdb,16,feelgood film thats felt came cinema,6,feelgood film thats felt came cinema
Absolutely great.,1,amazon,2,absolutely great,2,absolutely great
The earpiece on this is too large or too heavy...it keeps falling out of my ear.,0,amazon,16,earpiece large heavyit keeps falling ear,6,earpiece large heavyit keeps falling ear
The acting sucked.  ,0,imdb,3,acting sucked,2,acting sucked
The dialogue is atrocious.  ,0,imdb,4,dialogue atrocious,2,dialogue atrocious
I have been very satisfied with this cell phone from day one.,1,amazon,12,satisfied cell phone day one,5,satisfied cell phone day one
"To those who find this movie intelligent or even masterful, I can only say - it's your intelligence and your imagination you obviously used to try and make some sense of this pitiful attempt (it's in our human nature to try and make sense of things) .  ",0,imdb,47,find movie intelligent even masterful say intelligence imagination obviously used try make sense pitiful attempt human nature try make sense things,21,find movie intelligent even masterful say intelligence imagination obviously used try make sense pitiful attempt human nature try make sense things
The film's sole bright spot was Jonah Hill (who will look almost unrecognizable to fans of the recent Superbad due to the amount of weight he lost in the interim).  ,1,imdb,30,films sole bright spot jonah hill look almost unrecognizable fans recent superbad due amount weight lost interim,17,films sole bright spot jonah hill look almost unrecognizable fans recent superbad due amount weight lost interim
It's not what it says it is.,0,amazon,7,says,1,says
It was just not a fun experience.,1,yelp,7,fun experience,2,fun experience
"Poor service, the waiter made me feel like I was stupid every time he came to the table.",0,yelp,18,poor service waiter made feel like stupid every time came table,11,poor service waiter made feel like stupid every time came table
"It crackles with an unpredictable, youthful energy - but honestly, i found it hard to follow and concentrate on it meanders so badly.  ",0,imdb,23,crackles unpredictable youthful energy honestly found hard follow concentrate meanders badly,11,crackles unpredictable youthful energy honestly found hard follow concentrate meanders badly
"Worst service to boot, but that is the least of their worries.",0,yelp,12,worst service boot least worries,5,worst service boot least worries
"When I'm on this side of town, this will definitely be a spot I'll hit up again!",1,yelp,17,im side town definitely spot ill hit,7,im side town definitely spot ill hit
Would come back again if I had a sushi craving while in Vegas.,1,yelp,13,would come back sushi craving vegas,6,would come back sushi craving vegas
Every single character was hilarious and deserved to be called a lead.  ,1,imdb,12,every single character hilarious deserved called lead,7,every single character hilarious deserved called lead
RUDE & INCONSIDERATE MANAGEMENT.,0,yelp,4,rude inconsiderate management,3,rude inconsiderate management
I had a seriously solid breakfast here.,1,yelp,7,seriously solid breakfast,3,seriously solid breakfast
This was one of the worst films i have ever seen.  ,0,imdb,11,one worst films ever seen,5,one worst films ever seen
"The charger arrived within the promised timeframe, but it did not work.",0,amazon,12,charger arrived within promised timeframe work,6,charger arrived within promised timeframe work
In a most wonderful location lies a story of contrast.  ,1,imdb,10,wonderful location lies story contrast,5,wonderful location lies story contrast
"I might have gotten a defect, but I would not risk buying it again because of the built quality alone.",0,amazon,20,might gotten defect would risk buying built quality alone,9,might gotten defect would risk buying built quality alone
Only Pros : Large seating area/ Nice bar area/ Great simple drink menu/ The BEST brick oven pizza with homemade dough!,1,yelp,21,pros large seating area nice bar area great simple drink menu best brick oven pizza homemade dough,17,pros large seating area nice bar area great simple drink menu best brick oven pizza homemade dough
"The service was great, even the manager came and helped with our table.",1,yelp,13,service great even manager came helped table,7,service great even manager came helped table
The atmosphere here is fun.,1,yelp,5,atmosphere fun,2,atmosphere fun
Good Service-check!,1,yelp,2,good servicecheck,2,good servicecheck
The only thing that disappoint me is the infra red port (irda).,0,amazon,12,thing disappoint infra red port irda,6,thing disappoint infra red port irda
It'll be a regular stop on my trips to Phoenix!,1,yelp,10,itll regular stop trips phoenix,5,itll regular stop trips phoenix
It has northern humour and positive about the community it represents.  ,1,imdb,11,northern humour positive community represents,5,northern humour positive community represents
Unreliable - I'm giving up.,0,amazon,5,unreliable im giving,3,unreliable im giving
Our server was super nice and checked on us many times.,1,yelp,11,server super nice checked us many times,7,server super nice checked us many times
"The puppets look really cheesy , not in a good way like in the Puppet Master 80's flicks.  ",0,imdb,18,puppets look really cheesy good way like puppet master 80s flicks,11,puppets look really cheesy good way like puppet master 80s flicks
Plan on ordering from them again and again.,1,amazon,8,plan ordering,2,plan ordering
I believe that this place is a great stop for those with a huge belly and hankering for sushi.,1,yelp,19,believe place great stop huge belly hankering sushi,8,believe place great stop huge belly hankering sushi
Worst martini ever!,0,yelp,3,worst martini ever,3,worst martini ever
"Good service, very clean, and inexpensive, to boot!",1,yelp,8,good service clean inexpensive boot,5,good service clean inexpensive boot
Great Pizza and Salads!,1,yelp,4,great pizza salads,3,great pizza salads
"The chips and salsa were really good, the salsa was very fresh.",1,yelp,12,chips salsa really good salsa fresh,6,chips salsa really good salsa fresh
I wear glasses and it fits fine with them.,1,amazon,9,wear glasses fits fine,4,wear glasses fits fine
So I had to take the battery out of the phone put it all back together and then restart it.,0,amazon,20,take battery phone put back together restart,7,take battery phone put back together restart
My Sanyo has survived dozens of drops on blacktop without ill effect.,1,amazon,12,sanyo survived dozens drops blacktop without ill effect,8,sanyo survived dozens drops blacktop without ill effect
"The sets are so bad, they wouldn't look out of place on a Thunderbirds episode.  ",0,imdb,15,sets bad wouldnt look place thunderbirds episode,7,sets bad wouldnt look place thunderbirds episode
A pretty good product.,1,amazon,4,pretty good product,3,pretty good product
And the red curry had so much bamboo shoots and wasn't very tasty to me.,0,yelp,15,red curry much bamboo shoots wasnt tasty,7,red curry much bamboo shoots wasnt tasty
I even fully charged it before I went to bed and turned off blue tooth and wi-fi and noticed that it only had 20 % left in the morning.,0,amazon,29,even fully charged went bed turned blue tooth wifi noticed 20 left morning,13,even fully charged went bed turned blue tooth wifi noticed 20 left morning
We would recommend these to others.,1,amazon,6,would recommend others,3,would recommend others
"My side Greek salad with the Greek dressing was so tasty, and the pita and hummus was very refreshing.",1,yelp,19,side greek salad greek dressing tasty pita hummus refreshing,9,side greek salad greek dressing tasty pita hummus refreshing
Very very fun chef.,1,yelp,4,fun chef,2,fun chef
I want my money back.,0,amazon,5,want money back,3,want money back
So we went to Tigerlilly and had a fantastic afternoon!,1,yelp,10,went tigerlilly fantastic afternoon,4,went tigerlilly fantastic afternoon
Still Waiting...... I'm sure this item would work well.. if I ever recieve it!,0,amazon,14,still waiting im sure item would work well ever recieve,10,still waiting im sure item would work well ever recieve
") a happy, wonderful, feel good ending!  ",1,imdb,7,happy wonderful feel good ending,5,happy wonderful feel good ending
"Seriously, it's not worth wasting your, or your kid's time on.  ",0,imdb,11,seriously worth wasting kids time,5,seriously worth wasting kids time
"I agree with Jessica, this movie is pretty bad.  ",0,imdb,9,agree jessica movie pretty bad,5,agree jessica movie pretty bad
"And there wasn't a single sour note struck acting-wise, either; some surprisingly solid casting, here.  ",1,imdb,15,wasnt single sour note struck actingwise either surprisingly solid casting,10,wasnt single sour note struck actingwise either surprisingly solid casting
"All in all, I can assure you I'll be back.",1,yelp,10,assure ill back,3,assure ill back
Excellent dual-purpose headset.,1,amazon,3,excellent dualpurpose headset,3,excellent dualpurpose headset
"Whatever the producer was going for, he missed entirely.  ",0,imdb,9,whatever producer going missed entirely,5,whatever producer going missed entirely
"And I forgot: The Casting here i superb, with Trond Fausa Aurvåg being perfect in the role as the Bothersome Man, who doesn't understand where he is, what he is doing and why.  ",1,imdb,33,forgot casting superb trond fausa aurvåg perfect role bothersome man doesnt understand,12,forgot casting superb trond fausa aurvåg perfect role bothersome man doesnt understand
This is high adventure at its best.  ,1,imdb,7,high adventure best,3,high adventure best
This place is way too overpriced for mediocre food.,0,yelp,9,place way overpriced mediocre food,5,place way overpriced mediocre food
Think of the film being like a dream.  ,1,imdb,8,think film like dream,4,think film like dream
I give Wirefly 1 star.I will contact Cingular/AT&T; and inform them of this practice.,0,amazon,14,give wirefly 1 stari contact cingularatt inform practice,8,give wirefly 1 stari contact cingularatt inform practice
"Their menu is diverse, and reasonably priced.",1,yelp,7,menu diverse reasonably priced,4,menu diverse reasonably priced
So I bought about 10 of these and saved alot of money.,1,amazon,12,bought 10 saved alot money,5,bought 10 saved alot money
I got this phone on reccomendation from a relative and I'm glad I did.,1,amazon,14,got phone reccomendation relative im glad,6,got phone reccomendation relative im glad
great...no problems at all!.,1,amazon,4,greatno problems,2,greatno problems
This film (and I use that word loosely) is an insult to the movie-going public.  ,0,imdb,15,film use word loosely insult moviegoing public,7,film use word loosely insult moviegoing public
The soundtrack sucked.  ,0,imdb,3,soundtrack sucked,2,soundtrack sucked
"The acting was decidely wooden, though no worse than a period Universal B movie.  ",0,imdb,14,acting decidely wooden though worse period universal b movie,9,acting decidely wooden though worse period universal b movie
It's too bad the food is so damn generic.,0,yelp,9,bad food damn generic,4,bad food damn generic
It has been a winner for us.,1,amazon,7,winner us,2,winner us
We loved the biscuits!!!,1,yelp,4,loved biscuits,2,loved biscuits
A film not easily forgotten.  ,1,imdb,5,film easily forgotten,3,film easily forgotten
"However, after seeing the short again after about 25 years, I was amazed at how timeless the film actually is.  ",1,imdb,20,however seeing short 25 years amazed timeless film actually,9,however seeing short 25 years amazed timeless film actually
Very Displeased.,0,amazon,2,displeased,1,displeased
"Schrader has made a resume full of lousy, amateurish films.  ",0,imdb,10,schrader made resume full lousy amateurish films,7,schrader made resume full lousy amateurish films
Really good product.,1,amazon,3,really good product,3,really good product
This one is simply a disappointment.,0,yelp,6,one simply disappointment,3,one simply disappointment
Great place to relax and have an awesome burger and beer.,1,yelp,11,great place relax awesome burger beer,6,great place relax awesome burger beer
I could eat their bruschetta all day it is devine.,1,yelp,10,could eat bruschetta day devine,5,could eat bruschetta day devine
very disappointed.,0,amazon,2,disappointed,1,disappointed
Hopefully this bodes for them going out of business and someone who can cook can come in.,0,yelp,17,hopefully bodes going business someone cook come,7,hopefully bodes going business someone cook come
"- Really, really good rice, all the time.",1,yelp,8,really really good rice time,5,really really good rice time
"The ""explosion"" of the Gas tanks at the end was just as awful.  ",0,imdb,13,explosion gas tanks end awful,5,explosion gas tanks end awful
"He really didn't seem to want to be hosting; his voice-overs were monotonous, didn't get involved with the guests.  ",0,imdb,19,really didnt seem want hosting voiceovers monotonous didnt get involved guests,11,really didnt seem want hosting voiceovers monotonous didnt get involved guests
The place was not clean and the food oh so stale!,0,yelp,11,place clean food oh stale,5,place clean food oh stale
"This place is like Chipotle, but BETTER.",1,yelp,7,place like chipotle better,4,place like chipotle better
"Nice, spicy and tender.",1,yelp,4,nice spicy tender,3,nice spicy tender
Def coming back to bowl next time,1,yelp,7,def coming back bowl next time,6,def coming back bowl next time
The voice recognition thru the handset is excellent.,1,amazon,8,voice recognition thru handset excellent,5,voice recognition thru handset excellent
Maybe there would be a reasonable explanation for this atrocity.  ,0,imdb,10,maybe would reasonable explanation atrocity,5,maybe would reasonable explanation atrocity
Item Does Not Match Picture.,0,amazon,5,item match picture,3,item match picture
The Foreigner is not worth one second of your time.  ,0,imdb,10,foreigner worth one second time,5,foreigner worth one second time
"I was proven dead wrong by this sushi bar, not only because the quality is great, but the service is fast and the food, impeccable.",1,yelp,25,proven dead wrong sushi bar quality great service fast food impeccable,11,proven dead wrong sushi bar quality great service fast food impeccable
"We had fantastic service, and were pleased by the atmosphere.",1,yelp,10,fantastic service pleased atmosphere,4,fantastic service pleased atmosphere
"So mediocre in every aspect that it just becomes a dull, uninteresting mess, this is one of the most forgettable movies I've seen.  ",0,imdb,23,mediocre every aspect becomes dull uninteresting mess one forgettable movies ive seen,12,mediocre every aspect becomes dull uninteresting mess one forgettable movies ive seen
"Beware: this is not a trashy cult movie, this is trash -period!  ",0,imdb,12,beware trashy cult movie trash period,6,beware trashy cult movie trash period
Whatever prompted such a documentary is beyond me!  ,0,imdb,8,whatever prompted documentary beyond,4,whatever prompted documentary beyond
"You can not answer calls with the unit, never worked once!",0,amazon,11,answer calls unit never worked,5,answer calls unit never worked
Everything was good and tasty!,1,yelp,5,everything good tasty,3,everything good tasty
Hated it.  ,0,imdb,2,hated,1,hated
We could not believe how dirty the oysters were!,0,yelp,9,could believe dirty oysters,4,could believe dirty oysters
Who in their right mind is gonna buy this battery?.,0,amazon,10,right mind gonna buy battery,5,right mind gonna buy battery
It does everything the description said it would.,1,amazon,8,everything description said would,4,everything description said would
Three of the most visually appealing movies i've ever seen.  ,1,imdb,10,three visually appealing movies ive ever seen,7,three visually appealing movies ive ever seen
"It's just adorable seeing Mickey playing ""Turkey in the Straw"" in a highly imaginative (if occasionally cruel) way.  ",1,imdb,18,adorable seeing mickey playing turkey straw highly imaginative occasionally cruel way,11,adorable seeing mickey playing turkey straw highly imaginative occasionally cruel way
I got the aluminum case for my new Palm VX and it worked really well--it has protected my handheld perfectly so far.,1,amazon,22,got aluminum case new palm vx worked really wellit protected handheld perfectly far,13,got aluminum case new palm vx worked really wellit protected handheld perfectly far
Poorly contstruct hinge.,0,amazon,3,poorly contstruct hinge,3,poorly contstruct hinge
"In fact I'm going to round up to 4 stars, just because she was so awesome.",1,yelp,16,fact im going round 4 stars awesome,7,fact im going round 4 stars awesome
"It didn't make me scared, horrified, or make me sympathetic towards the characters; it was simply annoying.  ",0,imdb,17,didnt make scared horrified make sympathetic towards characters simply annoying,10,didnt make scared horrified make sympathetic towards characters simply annoying
When my mom and I got home she immediately got sick and she only had a few bites of salad.,0,yelp,20,mom got home immediately got sick bites salad,8,mom got home immediately got sick bites salad
"Anyways, The food was definitely not filling at all, and for the price you pay you should expect more.",0,yelp,19,anyways food definitely filling price pay expect,7,anyways food definitely filling price pay expect
"Funny, clever, hip - just like Pray's previous film, Hype!  ",1,imdb,10,funny clever hip like prays previous film hype,8,funny clever hip like prays previous film hype
I had a pretty satifying experience.,1,yelp,6,pretty satifying experience,3,pretty satifying experience
Leopard Print is wonderfully wild!.,1,amazon,5,leopard print wonderfully wild,4,leopard print wonderfully wild
very slow at seating even with reservation.,0,yelp,7,slow seating even reservation,4,slow seating even reservation
So absolutley fantastic.,1,yelp,3,absolutley fantastic,2,absolutley fantastic
We waited for forty five minutes in vain.,0,yelp,8,waited forty five minutes vain,5,waited forty five minutes vain
What the hell kind of crap is that?!  ,0,imdb,8,hell kind crap,3,hell kind crap
WARNING - DO NOT BUY!!.,0,amazon,5,warning buy,2,warning buy
I as well would've given godfathers zero stars if possible.,0,yelp,10,well wouldve given godfathers zero stars possible,7,well wouldve given godfathers zero stars possible
Very good phone.,1,amazon,3,good phone,2,good phone
He was very impressed when going from the original battery to the extended battery.,1,amazon,14,impressed going original battery extended battery,6,impressed going original battery extended battery
I asked multiple times for the wine list and after some time of being ignored I went to the hostess and got one myself.,0,yelp,24,asked multiple times wine list time ignored went hostess got one,11,asked multiple times wine list time ignored went hostess got one
"Other than that, the leather is nice and soft; the fit is very tight; the cut out for the face is a good shape.",1,amazon,24,leather nice soft fit tight cut face good shape,9,leather nice soft fit tight cut face good shape
Kids pizza is always a hit too with lots of great side dish options for the kiddos!,1,yelp,17,kids pizza always hit lots great side dish options kiddos,10,kids pizza always hit lots great side dish options kiddos
The holster that arrived did not match the photo in the ad.,0,amazon,12,holster arrived match photo ad,5,holster arrived match photo ad
Very nice and relaxing late night viewing.  ,1,imdb,7,nice relaxing late night viewing,5,nice relaxing late night viewing
Low Quality.,0,amazon,2,low quality,2,low quality
"Still, it makes up for all of this with a super ending that depicts a great sea vessel being taken out by the mighty frost.  ",1,imdb,25,still makes super ending depicts great sea vessel taken mighty frost,11,still makes super ending depicts great sea vessel taken mighty frost
"Bela Lugosi was totally extraneous, intoning odd lines.  ",0,imdb,8,bela lugosi totally extraneous intoning odd lines,7,bela lugosi totally extraneous intoning odd lines
The most annoying thing about 'Cover Girl' is the way in which Rita Hayworth is put up on a pedestal.  ,0,imdb,20,annoying thing cover girl way rita hayworth put pedestal,9,annoying thing cover girl way rita hayworth put pedestal
No real improvement.,0,amazon,3,real improvement,2,real improvement
So they performed.,1,yelp,3,performed,1,performed
"Clear Skype Calls, Long Battery Life, Long Range.",1,amazon,8,clear skype calls long battery life long range,8,clear skype calls long battery life long range
One of my favorite purchases ever.,1,amazon,6,one favorite purchases ever,4,one favorite purchases ever
"I left the theater with a lilt in my step, joy in my heart and hope for the human race.  ",1,imdb,20,left theater lilt step joy heart hope human race,9,left theater lilt step joy heart hope human race
"The plot, such as it is, is so derivative and predictable that the ending is like a mercy killing.  ",0,imdb,19,plot derivative predictable ending like mercy killing,7,plot derivative predictable ending like mercy killing
Summary: The witticisms weren't witty.  ,0,imdb,5,summary witticisms werent witty,4,summary witticisms werent witty
The grilled chicken was so tender and yellow from the saffron seasoning.,1,yelp,12,grilled chicken tender yellow saffron seasoning,6,grilled chicken tender yellow saffron seasoning
"Also, if your phone is dropped, this case is not going to save it, specially when dropped face down.",0,amazon,19,also phone dropped case going save specially dropped face,9,also phone dropped case going save specially dropped face
Stopped by during the late May bank holiday off Rick Steve recommendation and loved it.,1,yelp,15,stopped late may bank holiday rick steve recommendation loved,9,stopped late may bank holiday rick steve recommendation loved
What this film lacks is a convincing script.  ,0,imdb,8,film lacks convincing script,4,film lacks convincing script
"Aside from it's terrible lead, this film has loads of other debits.  ",0,imdb,12,aside terrible lead film loads debits,6,aside terrible lead film loads debits
it was a drive to get there.,0,yelp,7,drive get,2,drive get
All the pretty pictures in the world cannot make up for a piece of work that is flawed at the core.  ,0,imdb,21,pretty pictures world cannot make piece work flawed core,9,pretty pictures world cannot make piece work flawed core
Once your food arrives it's meh.,0,yelp,6,food arrives meh,3,food arrives meh
The iGo chargers and tips are really great.,1,amazon,8,igo chargers tips really great,5,igo chargers tips really great
doesn't last long.,0,amazon,3,doesnt last long,3,doesnt last long
It was a long time that i didn't see a so charismatic actor on screen.  ,1,imdb,15,long time didnt see charismatic actor screen,7,long time didnt see charismatic actor screen
nice leather.,1,amazon,2,nice leather,2,nice leather
There's also enough hypocrisy in this film to make me vomit.  ,0,imdb,11,theres also enough hypocrisy film make vomit,7,theres also enough hypocrisy film make vomit
Buyer--Be Very Careful!!!!!.,0,amazon,3,buyerbe careful,2,buyerbe careful
"However, after finally watching this film, I realized that not only had I had a closed mind to the brilliance it depicts, I also found myself watching it over and over again.  ",1,imdb,32,however finally watching film realized closed mind brilliance depicts also found watching,12,however finally watching film realized closed mind brilliance depicts also found watching
Interesting decor.,1,yelp,2,interesting decor,2,interesting decor
I would highly recommend this product.,1,amazon,6,would highly recommend product,4,would highly recommend product
Great bluetooth!.,1,amazon,2,great bluetooth,2,great bluetooth
"I connected my wife's bluetooth,(Motorola HS850) to my phone and it worked like a charm whether the phone was in my pocket or the case.",1,amazon,25,connected wifes bluetoothmotorola hs850 phone worked like charm whether phone pocket case,12,connected wifes bluetoothmotorola hs850 phone worked like charm whether phone pocket case
The things that the four kids get themselves into is absolutely hilarious to watch.  ,1,imdb,14,things four kids get absolutely hilarious watch,7,things four kids get absolutely hilarious watch
"In fact, I liked it better than Interview With a Vampire and I liked this Lestat (Stuart Townsend) better than Cruise's attempt.  ",1,imdb,22,fact liked better interview vampire liked lestat stuart townsend better cruises attempt,12,fact liked better interview vampire liked lestat stuart townsend better cruises attempt
One character is totally annoying with a voice that gives me the feeling of fingernails on a chalkboard.  ,0,imdb,18,one character totally annoying voice gives feeling fingernails chalkboard,9,one character totally annoying voice gives feeling fingernails chalkboard
"But it is entertaining, nonetheless.  ",1,imdb,5,entertaining nonetheless,2,entertaining nonetheless
Arrived quickly and much less expensive than others being sold.,1,amazon,10,arrived quickly much less expensive others sold,7,arrived quickly much less expensive others sold
Before I go in to why I gave a 1 star rating please know that this was my third time eating at Bachi burger before writing a review.,0,yelp,28,go gave 1 star rating please know third time eating bachi burger writing review,14,go gave 1 star rating please know third time eating bachi burger writing review
"Trouble is, the writing and directing make it impossible to establish those things that make a movie watchable, like character, story, theme and so on.  ",0,imdb,25,trouble writing directing make impossible establish things make movie watchable like character story theme,14,trouble writing directing make impossible establish things make movie watchable like character story theme
"Lovely little thriller from Hitchcock, with lots of nice shenanigans surrounding a murdered spy, a kidnapped child, a nasty church, a foreign plot and some random taxidermists.  ",1,imdb,27,lovely little thriller hitchcock lots nice shenanigans surrounding murdered spy kidnapped child nasty church foreign plot random taxidermists,18,lovely little thriller hitchcock lots nice shenanigans surrounding murdered spy kidnapped child nasty church foreign plot random taxidermists
If there were zero stars I would give it zero stars.,0,yelp,11,zero stars would give zero stars,6,zero stars would give zero stars
We asked for the bill to leave without eating and they didn't bring that either.,0,yelp,15,asked bill leave without eating didnt bring either,8,asked bill leave without eating didnt bring either
Plug was the wrong size.,0,amazon,5,plug wrong size,3,plug wrong size
"I still maintain that monkeys shouldn't make headphones, we just obviously don't share enough DNA to copy the design over to humans.",0,amazon,22,still maintain monkeys shouldnt make headphones obviously dont share enough dna copy design humans,14,still maintain monkeys shouldnt make headphones obviously dont share enough dna copy design humans
"Secondly, Hitchcock pretty much perfected the thriller and chase movie.  ",1,imdb,10,secondly hitchcock pretty much perfected thriller chase movie,8,secondly hitchcock pretty much perfected thriller chase movie
It rocked my world and is certainly a must see for anyone with no social or physical outlets.  ,1,imdb,18,rocked world certainly must see anyone social physical outlets,9,rocked world certainly must see anyone social physical outlets
I dressed up to be treated so rudely!,0,yelp,8,dressed treated rudely,3,dressed treated rudely
Great phone!.,1,amazon,2,great phone,2,great phone
You can't beat the price on these.,1,amazon,7,cant beat price,3,cant beat price
We recently witnessed her poor quality of management towards other guests as well.,0,yelp,13,recently witnessed poor quality management towards guests well,8,recently witnessed poor quality management towards guests well
It was that loud.Glad to say that the Plantronics 510 maintains a flawless connection to my cell and with no static during normal use.,1,amazon,24,loudglad say plantronics 510 maintains flawless connection cell static normal use,11,loudglad say plantronics 510 maintains flawless connection cell static normal use
"I have watched their prices inflate, portions get smaller and management attitudes grow rapidly!",0,yelp,14,watched prices inflate portions get smaller management attitudes grow rapidly,10,watched prices inflate portions get smaller management attitudes grow rapidly
Very wind-resistant.,1,amazon,2,windresistant,1,windresistant
"Steer clear of this product and go with the genuine Palm replacementr pens, which come in a three-pack.",0,amazon,18,steer clear product go genuine palm replacementr pens come threepack,10,steer clear product go genuine palm replacementr pens come threepack
This place is two thumbs up....way up.,1,yelp,7,place two thumbs upway,4,place two thumbs upway
The cast is always entertaining as usual.  ,1,imdb,7,cast always entertaining usual,4,cast always entertaining usual
Couldn't figure it out,0,amazon,4,couldnt figure,2,couldnt figure
Go To Place for Gyros.,1,yelp,5,go place gyros,3,go place gyros
"I recommend this for EVERYONE who loves film, movies, anything...A Work of Art!  ",1,imdb,13,recommend everyone loves film movies anythinga work art,8,recommend everyone loves film movies anythinga work art
Doesn't work at all.. I bougth it for my L7c and its not working.,0,amazon,14,doesnt work bougth l7c working,5,doesnt work bougth l7c working
don't waste your money.,0,amazon,4,dont waste money,3,dont waste money
"If you do go see this movie, bring a pillow or a girlfriend/boyfriend to keep you occupied through out.  ",0,imdb,19,go see movie bring pillow girlfriendboyfriend keep occupied,8,go see movie bring pillow girlfriendboyfriend keep occupied
The cast is good.  ,1,imdb,4,cast good,2,cast good
I love this place.,1,yelp,4,love place,2,love place
"Also there are combos like a burger, fries, and beer for 23 which is a decent deal.",1,yelp,17,also combos like burger fries beer 23 decent deal,9,also combos like burger fries beer 23 decent deal
