sentence,clean_sentence,label,source,length,clean_length
"Back to good BBQ, lighter fare, reasonable pricing and tell the public they are back to the old ways.",back good bbq lighter fare reasonable pricing tell public back old ways,1,yelp,19,12
"And considering the two of us left there very full and happy for about $20, you just can't go wrong.",considering two us left full happy 20 cant go wrong,1,yelp,20,10
All the bread is made in-house!,bread made inhouse,1,yelp,6,3
The only downside is the service.,downside service,0,yelp,6,2
"Also, the fries are without a doubt the worst fries I've ever had.",also fries without doubt worst fries ive ever,0,yelp,13,8
Service was exceptional and food was a good as all the reviews.,service exceptional food good reviews,1,yelp,12,5
"A couple of months later, I returned and had an amazing meal.",couple months later returned amazing meal,1,yelp,12,6
Favorite place in town for shawarrrrrrma!!!!!!,favorite place town shawarrrrrrma,1,yelp,6,4
The black eyed peas and sweet potatoes... UNREAL!,black eyed peas sweet potatoes unreal,1,yelp,8,6
You won't be disappointed.,wont disappointed,1,yelp,4,2
"They could serve it with just the vinaigrette and it may make for a better overall dish, but it was still very good.",could serve vinaigrette may make better overall dish still good,1,yelp,23,10
"I go to far too many places and I've never seen any restaurant that serves a 1 egg breakfast, especially for $4.00.",go far many places ive never seen restaurant serves 1 egg breakfast especially 400,0,yelp,22,14
When my mom and I got home she immediately got sick and she only had a few bites of salad.,mom got home immediately got sick bites salad,0,yelp,20,8
The servers are not pleasant to deal with and they don't always honor Pizza Hut coupons.,servers pleasant deal dont always honor pizza hut coupons,0,yelp,16,9
"Both of them were truly unbelievably good, and I am so glad we went back.",truly unbelievably good glad went back,1,yelp,15,6
"We had fantastic service, and were pleased by the atmosphere.",fantastic service pleased atmosphere,1,yelp,10,4
Everything was gross.,everything gross,0,yelp,3,2
I love this place.,love place,1,yelp,4,2
Great service and food.,great service food,1,yelp,4,3
First - the bathrooms at this location were dirty- Seat covers were not replenished & just plain yucky!!!,first bathrooms location dirty seat covers replenished plain yucky,0,yelp,18,9
"The burger... I got the ""Gold Standard"" a $17 burger and was kind of disappointed.",burger got gold standard 17 burger kind disappointed,0,yelp,15,8
"OMG, the food was delicioso!",omg food delicioso,1,yelp,5,3
There is nothing authentic about this place.,nothing authentic place,0,yelp,7,3
the spaghetti is nothing special whatsoever.,spaghetti nothing special whatsoever,0,yelp,6,4
"Of all the dishes, the salmon was the best, but all were great.",dishes salmon best great,1,yelp,13,4
The vegetables are so fresh and the sauce feels like authentic Thai.,vegetables fresh sauce feels like authentic thai,1,yelp,12,7
It's worth driving up from Tucson!,worth driving tucson,1,yelp,6,3
The selection was probably the worst I've seen in Vegas.....there was none.,selection probably worst ive seen vegasthere none,0,yelp,12,7
Pretty good beer selection too.,pretty good beer selection,1,yelp,5,4
"This place is like Chipotle, but BETTER.",place like chipotle better,1,yelp,7,4
"Classy/warm atmosphere, fun and fresh appetizers, succulent steaks (Baseball steak!!!!!",classywarm atmosphere fun fresh appetizers succulent steaks baseball steak,1,yelp,10,9
5 stars for the brick oven bread app!,5 stars brick oven bread app,1,yelp,8,6
"I have eaten here multiple times, and each time the food was delicious.",eaten multiple times time food delicious,1,yelp,13,6
We sat another ten minutes and finally gave up and left.,sat another ten minutes finally gave left,0,yelp,11,7
He was terrible!,terrible,0,yelp,3,1
Everyone is treated equally special.,everyone treated equally special,1,yelp,5,4
It shouldn't take 30 min for pancakes and eggs.,shouldnt take 30 min pancakes eggs,0,yelp,9,6
It was delicious!!!,delicious,1,yelp,3,1
"On the good side, the staff was genuinely pleasant and enthusiastic - a real treat.",good side staff genuinely pleasant enthusiastic real treat,1,yelp,15,8
"Sadly, Gordon Ramsey's Steak is a place we shall sharply avoid during our next trip to Vegas.",sadly gordon ramseys steak place shall sharply avoid next trip vegas,0,yelp,17,11
As always the evening was wonderful and the food delicious!,always evening wonderful food delicious,1,yelp,10,5
Best fish I've ever had in my life!,best fish ive ever life,1,yelp,8,5
(The bathroom is just next door and very nice.),bathroom next door nice,1,yelp,9,4
The buffet is small and all the food they offered was BLAND.,buffet small food offered bland,0,yelp,12,5
This is an Outstanding little restaurant with some of the Best Food I have ever tasted.,outstanding little restaurant best food ever tasted,1,yelp,16,7
Pretty cool I would say.,pretty cool would say,1,yelp,5,4
Definitely a turn off for me & i doubt I'll be back unless someone else is buying.,definitely turn doubt ill back unless someone else buying,0,yelp,17,9
Server did a great job handling our large rowdy table.,server great job handling large rowdy table,1,yelp,10,7
"I find wasting food to be despicable, but this just wasn't food.",find wasting food despicable wasnt food,0,yelp,12,6
My wife had the Lobster Bisque soup which was lukewarm.,wife lobster bisque soup lukewarm,0,yelp,10,5
Would come back again if I had a sushi craving while in Vegas.,would come back sushi craving vegas,1,yelp,13,6
"The staff are great, the ambiance is great.",staff great ambiance great,1,yelp,8,4
He deserves 5 stars.,deserves 5 stars,1,yelp,4,3
I left with a stomach ache and felt sick the rest of the day.,left stomach ache felt sick rest day,0,yelp,14,7
They dropped more than the ball.,dropped ball,0,yelp,6,2
"The dining space is tiny, but elegantly decorated and comfortable.",dining space tiny elegantly decorated comfortable,1,yelp,10,6
"They will customize your order any way you'd like, my usual is Eggplant with Green Bean stir fry, love it!",customize order way youd like usual eggplant green bean stir fry love,1,yelp,20,12
And the beans and rice were mediocre at best.,beans rice mediocre best,0,yelp,9,4
Best tacos in town by far!!,best tacos town far,1,yelp,6,4
I took back my money and got outta there.,took back money got outta,0,yelp,9,5
"In an interesting part of town, this place is amazing.",interesting part town place amazing,1,yelp,10,5
RUDE & INCONSIDERATE MANAGEMENT.,rude inconsiderate management,0,yelp,4,3
"The staff are now not as friendly, the wait times for being served are horrible, no one even says hi for the first 10 minutes.",staff friendly wait times served horrible one even says hi first 10 minutes,0,yelp,25,13
I won't be back.,wont back,0,yelp,4,2
They have great dinners.,great dinners,1,yelp,4,2
The service was outshining & I definitely recommend the Halibut.,service outshining definitely recommend halibut,1,yelp,10,5
The food was terrible.,food terrible,0,yelp,4,2
WILL NEVER EVER GO BACK AND HAVE TOLD MANY PEOPLE WHAT HAD HAPPENED.,never ever go back told many people happened,0,yelp,13,8
I don't recommend unless your car breaks down in front of it and you are starving.,dont recommend unless car breaks front starving,0,yelp,16,7
I will come back here every time I'm in Vegas.,come back every time im vegas,1,yelp,10,6
This place deserves one star and 90% has to do with the food.,place deserves one star 90 food,0,yelp,13,6
This is a disgrace.,disgrace,0,yelp,4,1
Def coming back to bowl next time,def coming back bowl next time,1,yelp,7,6
"If you want healthy authentic or ethic food, try this place.",want healthy authentic ethic food try place,1,yelp,11,7
I will continue to come here on ladies night andddd date night ... highly recommend this place to anyone who is in the area (;,continue come ladies night andddd date night highly recommend place anyone area,1,yelp,25,12
"I have been here several times in the past, and the experience has always been great.",several times past experience always great,1,yelp,16,6
We walked away stuffed and happy about our first Vegas buffet experience.,walked away stuffed happy first vegas buffet experience,1,yelp,12,8
Service was excellent and prices are pretty reasonable considering this is Vegas and located inside the Crystals shopping mall by Aria.,service excellent prices pretty reasonable considering vegas located inside crystals shopping mall aria,1,yelp,21,13
"To summarize... the food was incredible, nay, transcendant... but nothing brings me joy quite like the memory of the pneumatic condiment dispenser.",summarize food incredible nay transcendant nothing brings joy quite like memory pneumatic condiment dispenser,1,yelp,22,14
I'm probably one of the few people to ever go to Ians and not like it.,im probably one people ever go ians like,0,yelp,16,8
Kids pizza is always a hit too with lots of great side dish options for the kiddos!,kids pizza always hit lots great side dish options kiddos,1,yelp,17,10
Service is perfect and the family atmosphere is nice to see.,service perfect family atmosphere nice see,1,yelp,11,6
Cooked to perfection and the service was impeccable.,cooked perfection service impeccable,1,yelp,8,4
This one is simply a disappointment.,one simply disappointment,0,yelp,6,3
"Overall, I was very disappointed with the quality of food at Bouchon.",overall disappointed quality food bouchon,0,yelp,12,5
I don't have to be an accountant to know I'm getting screwed!,dont accountant know im getting screwed,0,yelp,12,6
"Great place to eat, reminds me of the little mom and pop shops in the San Francisco Bay Area.",great place eat reminds little mom pop shops san francisco bay area,1,yelp,19,12
Today was my first taste of a Buldogis Gourmet Hot Dog and I have to tell you it was more than I ever thought possible.,today first taste buldogis gourmet hot dog tell ever thought possible,1,yelp,25,11
Left very frustrated.,left frustrated,0,yelp,3,2
I'll definitely be in soon again.,ill definitely soon,1,yelp,6,3
Food was really good and I got full petty fast.,food really good got full petty fast,1,yelp,10,7
Service was fantastic.,service fantastic,1,yelp,3,2
TOTAL WASTE OF TIME.,total waste time,0,yelp,4,3
I don't know what kind it is but they have the best iced tea.,dont know kind best iced tea,1,yelp,14,6
"Come hungry, leave happy and stuffed!",come hungry leave happy stuffed,1,yelp,6,5
"For service, I give them no stars.",service give stars,0,yelp,7,3
I can assure you that you won't be disappointed.,assure wont disappointed,1,yelp,9,3
I can take a little bad service but the food sucks.,take little bad service food sucks,0,yelp,11,6
Gave up trying to eat any of the crust (teeth still sore).,gave trying eat crust teeth still sore,0,yelp,12,7
But now I was completely grossed out.,completely grossed,0,yelp,7,2
I really enjoyed eating here.,really enjoyed eating,1,yelp,5,3
First time going but I think I will quickly become a regular.,first time going think quickly become regular,1,yelp,12,7
"Our server was very nice, and even though he looked a little overwhelmed with all of our needs, he stayed professional and friendly until the end.",server nice even though looked little overwhelmed needs stayed professional friendly end,1,yelp,26,12
From what my dinner companions told me...everything was very fresh with nice texture and taste.,dinner companions told meeverything fresh nice texture taste,1,yelp,15,8
"On the ground, right next to our table was a large, smeared, been-stepped-in-and-tracked-everywhere pile of green bird poop.",ground right next table large smeared beensteppedinandtrackedeverywhere pile green bird poop,0,yelp,18,11
"Furthermore, you can't even find hours of operation on the website!",furthermore cant even find hours operation website,0,yelp,11,7
We've tried to like this place but after 10+ times I think we're done with them.,weve tried like place 10 times think done,0,yelp,16,8
What a mistake that was!,mistake,0,yelp,5,1
No complaints!,complaints,1,yelp,2,1
This is some seriously good pizza and I'm an expert/connisseur on the topic.,seriously good pizza im expertconnisseur topic,1,yelp,13,6
Waiter was a jerk.,waiter jerk,0,yelp,4,2
"Strike 2, who wants to be rushed.",strike 2 wants rushed,0,yelp,7,4
These are the nicest restaurant owners I've ever come across.,nicest restaurant owners ive ever come across,1,yelp,10,7
I never come again.,never come,0,yelp,4,2
We loved the biscuits!!!,loved biscuits,1,yelp,4,2
Service is quick and friendly.,service quick friendly,1,yelp,5,3
Ordered an appetizer and took 40 minutes and then the pizza another 10 minutes.,ordered appetizer took 40 minutes pizza another 10 minutes,0,yelp,14,9
So absolutley fantastic.,absolutley fantastic,1,yelp,3,2
It was a huge awkward 1.5lb piece of cow that was 3/4ths gristle and fat.,huge awkward 15lb piece cow 34ths gristle fat,0,yelp,15,8
definitely will come back here again.,definitely come back,1,yelp,6,3
I like Steiners because it's dark and it feels like a bar.,like steiners dark feels like bar,1,yelp,12,6
Wow very spicy but delicious.,wow spicy delicious,1,yelp,5,3
"If you're not familiar, check it out.",youre familiar check,1,yelp,7,3
I'll take my business dinner dollars elsewhere.,ill take business dinner dollars elsewhere,0,yelp,7,6
I'd love to go back.,id love go back,1,yelp,5,4
"Anyway, this FS restaurant has a wonderful breakfast/lunch.",anyway fs restaurant wonderful breakfastlunch,1,yelp,8,5
Nothing special.,nothing special,0,yelp,2,2
Each day of the week they have a different deal and it's all so delicious!,day week different deal delicious,1,yelp,15,5
"Not to mention the combination of pears, almonds and bacon is a big winner!",mention combination pears almonds bacon big winner,1,yelp,14,7
Will not be back.,back,0,yelp,4,1
Sauce was tasteless.,sauce tasteless,0,yelp,3,2
"The food is delicious and just spicy enough, so be sure to ask for spicier if you prefer it that way.",food delicious spicy enough sure ask spicier prefer way,1,yelp,21,9
My ribeye steak was cooked perfectly and had great mesquite flavor.,ribeye steak cooked perfectly great mesquite flavor,1,yelp,11,7
I don't think we'll be going back anytime soon.,dont think well going back anytime soon,0,yelp,9,7
Food was so gooodd.,food gooodd,1,yelp,4,2
I am far from a sushi connoisseur but I can definitely tell the difference between good food and bad food and this was certainly bad food.,far sushi connoisseur definitely tell difference good food bad food certainly bad food,0,yelp,26,13
I was so insulted.,insulted,0,yelp,4,1
The last 3 times I had lunch here has been bad.,last 3 times lunch bad,0,yelp,11,5
The chicken wings contained the driest chicken meat I have ever eaten.,chicken wings contained driest chicken meat ever eaten,0,yelp,12,8
"The food was very good and I enjoyed every mouthful, an enjoyable relaxed venue for couples small family groups etc.",food good enjoyed every mouthful enjoyable relaxed venue couples small family groups etc,1,yelp,20,13
Nargile - I think you are great.,nargile think great,1,yelp,7,3
Best tater tots in the southwest.,best tater tots southwest,1,yelp,6,4
We loved the place.,loved place,1,yelp,4,2
Definitely not worth the $3 I paid.,definitely worth 3 paid,0,yelp,7,4
The vanilla ice cream was creamy and smooth while the profiterole (choux) pastry was fresh enough.,vanilla ice cream creamy smooth profiterole choux pastry fresh enough,1,yelp,16,10
Im in AZ all the time and now have my new spot.,im az time new spot,1,yelp,12,5
The manager was the worst.,manager worst,0,yelp,5,2
The inside is really quite nice and very clean.,inside really quite nice clean,1,yelp,9,5
The food was outstanding and the prices were very reasonable.,food outstanding prices reasonable,1,yelp,10,4
I don't think I'll be running back to Carly's anytime soon for food.,dont think ill running back carlys anytime soon food,0,yelp,13,9
"This is was due to the fact that it took 20 minutes to be acknowledged, then another 35 minutes to get our food...and they kept forgetting things.",due fact took 20 minutes acknowledged another 35 minutes get foodand kept forgetting things,0,yelp,27,14
"Love the margaritas, too!",love margaritas,1,yelp,4,2
This was my first and only Vegas buffet and it did not disappoint.,first vegas buffet disappoint,1,yelp,13,4
"Very good, though!",good though,1,yelp,3,2
The one down note is the ventilation could use some upgrading.,one note ventilation could use upgrading,0,yelp,11,6
Great pork sandwich.,great pork sandwich,1,yelp,3,3
Don't waste your time here.,dont waste time,0,yelp,5,3
"Total letdown, I would much rather just go to the Camelback Flower Shop and Cartel Coffee.",total letdown would much rather go camelback flower shop cartel coffee,0,yelp,16,11
"Third, the cheese on my friend's burger was cold.",third cheese friends burger cold,0,yelp,9,5
We enjoy their pizza and brunch.,enjoy pizza brunch,1,yelp,6,3
The steaks are all well trimmed and also perfectly cooked.,steaks well trimmed also perfectly cooked,1,yelp,10,6
We had a group of 70+ when we claimed we would only have 40 and they handled us beautifully.,group 70 claimed would 40 handled us beautifully,1,yelp,19,8
I LOVED it!,loved,1,yelp,3,1
We asked for the bill to leave without eating and they didn't bring that either.,asked bill leave without eating didnt bring either,0,yelp,15,8
"This place is a jewel in Las Vegas, and exactly what I've been hoping to find in nearly ten years living here.",place jewel las vegas exactly ive hoping find nearly ten years living,1,yelp,22,12
Seafood was limited to boiled shrimp and crab legs but the crab legs definitely did not taste fresh.,seafood limited boiled shrimp crab legs crab legs definitely taste fresh,0,yelp,18,11
The selection of food was not the best.,selection food best,0,yelp,8,3
Delicious and I will absolutely be back!,delicious absolutely back,1,yelp,7,3
"This isn't a small family restaurant, this is a fine dining establishment.",isnt small family restaurant fine dining establishment,1,yelp,12,7
They had a toro tartare with a cavier that was extraordinary and I liked the thinly sliced wagyu with white truffle.,toro tartare cavier extraordinary liked thinly sliced wagyu white truffle,1,yelp,21,10
I dont think I will be back for a very long time.,dont think back long time,0,yelp,12,5
"It was attached to a gas station, and that is rarely a good sign.",attached gas station rarely good sign,0,yelp,14,6
How awesome is that.,awesome,1,yelp,4,1
I will be back many times soon.,back many times soon,1,yelp,7,4
The menu had so much good stuff on it i could not decide!,menu much good stuff could decide,1,yelp,13,6
"Worse of all, he humiliated his worker right in front of me..Bunch of horrible name callings.",worse humiliated worker right front mebunch horrible name callings,0,yelp,16,9
CONCLUSION: Very filling meals.,conclusion filling meals,1,yelp,4,3
Their daily specials are always a hit with my group.,daily specials always hit group,1,yelp,10,5
And then tragedy struck.,tragedy struck,0,yelp,4,2
The pancake was also really good and pretty large at that.,pancake also really good pretty large,1,yelp,11,6
"This was my first crawfish experience, and it was delicious!",first crawfish experience delicious,1,yelp,10,4
Their monster chicken fried steak and eggs is my all time favorite.,monster chicken fried steak eggs time favorite,1,yelp,12,7
Waitress was sweet and funny.,waitress sweet funny,1,yelp,5,3
"I also had to taste my Mom's multi-grain pumpkin pancakes with pecan butter and they were amazing, fluffy, and delicious!",also taste moms multigrain pumpkin pancakes pecan butter amazing fluffy delicious,1,yelp,20,11
"I'd rather eat airline food, seriously.",id rather eat airline food seriously,0,yelp,6,6
Cant say enough good things about this place.,cant say enough good things place,1,yelp,8,6
The ambiance was incredible.,ambiance incredible,1,yelp,4,2
The waitress and manager are so friendly.,waitress manager friendly,1,yelp,7,3
I would not recommend this place.,would recommend place,0,yelp,6,3
Overall I wasn't very impressed with Noca.,overall wasnt impressed noca,0,yelp,7,4
My gyro was basically lettuce only.,gyro basically lettuce,0,yelp,6,3
Terrible service!,terrible service,0,yelp,2,2
Thoroughly disappointed!,thoroughly disappointed,0,yelp,2,2
"I don't each much pasta, but I love the homemade /hand made pastas and thin pizzas here.",dont much pasta love homemade hand made pastas thin pizzas,1,yelp,17,10
"Give it a try, you will be happy you did.",give try happy,1,yelp,10,3
By far the BEST cheesecurds we have ever had!,far best cheesecurds ever,1,yelp,9,4
Reasonably priced also!,reasonably priced also,1,yelp,3,3
Everything was perfect the night we were in.,everything perfect night,1,yelp,8,3
The food is very good for your typical bar food.,food good typical bar food,1,yelp,10,5
it was a drive to get there.,drive get,0,yelp,7,2
"At first glance it is a lovely bakery cafe - nice ambiance, clean, friendly staff.",first glance lovely bakery cafe nice ambiance clean friendly staff,1,yelp,15,10
"Anyway, I do not think i will go back there.",anyway think go back,0,yelp,10,4
"Point your finger at any item on the menu, order it and you won't be disappointed.",point finger item menu order wont disappointed,1,yelp,16,7
"Oh this is such a thing of beauty, this restaurant.",oh thing beauty restaurant,1,yelp,10,4
If you haven't gone here GO NOW!,havent gone go,1,yelp,7,3
"A greasy, unhealthy meal.",greasy unhealthy meal,0,yelp,4,3
first time there and might just be the last.,first time might last,0,yelp,9,4
Those burgers were amazing.,burgers amazing,1,yelp,4,2
"Similarly, the delivery man did not say a word of apology when our food was 45 minutes late.",similarly delivery man say word apology food 45 minutes late,0,yelp,18,10
And it was way to expensive.,way expensive,0,yelp,6,2
"Be sure to order dessert, even if you need to pack it to-go - the tiramisu and cannoli are both to die for.",sure order dessert even need pack togo tiramisu cannoli die,1,yelp,23,10
This was my first time and I can't wait until the next.,first time cant wait next,1,yelp,12,5
The bartender was also nice.,bartender also nice,1,yelp,5,3
Everything was good and tasty!,everything good tasty,1,yelp,5,3
This place is two thumbs up....way up.,place two thumbs upway,1,yelp,7,4
"The best place in Vegas for breakfast (just check out a Sat, or Sun.",best place vegas breakfast check sat sun,1,yelp,14,7
"If you love authentic Mexican food and want a whole bunch of interesting, yet delicious meats to choose from, you need to try this place.",love authentic mexican food want whole bunch interesting yet delicious meats choose need try place,1,yelp,25,15
Terrible management.,terrible management,0,yelp,2,2
An excellent new restaurant by an experienced Frenchman.,excellent new restaurant experienced frenchman,1,yelp,8,5
If there were zero stars I would give it zero stars.,zero stars would give zero stars,0,yelp,11,6
"Great steak, great sides, great wine, amazing desserts.",great steak great sides great wine amazing desserts,1,yelp,8,8
Worst martini ever!,worst martini ever,0,yelp,3,3
The steak and the shrimp are in my opinion the best entrees at GC.,steak shrimp opinion best entrees gc,1,yelp,14,6
I had the opportunity today to sample your amazing pizzas!,opportunity today sample amazing pizzas,1,yelp,10,5
We waited for thirty minutes to be seated (although there were 8 vacant tables and we were the only folks waiting).,waited thirty minutes seated although 8 vacant tables folks waiting,0,yelp,21,10
The yellowtail carpaccio was melt in your mouth fresh.,yellowtail carpaccio melt mouth fresh,1,yelp,9,5
I won't try going back there even if it's empty.,wont try going back even empty,0,yelp,10,6
"No, I'm going to eat the potato that I found some strangers hair in it.",im going eat potato found strangers hair,0,yelp,15,7
Just spicy enough.. Perfect actually.,spicy enough perfect actually,1,yelp,5,4
Last night was my second time dining here and I was so happy I decided to go back!,last night second time dining happy decided go back,1,yelp,18,9
"not even a ""hello, we will be right with you.""",even hello right,0,yelp,10,3
The desserts were a bit strange.,desserts bit strange,0,yelp,6,3
My boyfriend and I came here for the first time on a recent trip to Vegas and could not have been more pleased with the quality of food and service.,boyfriend came first time recent trip vegas could pleased quality food service,1,yelp,30,12
"I really do recommend this place, you can go wrong with this donut place!",really recommend place go wrong donut place,1,yelp,14,7
Nice ambiance.,nice ambiance,1,yelp,2,2
I would recommend saving room for this!,would recommend saving room,1,yelp,7,4
I guess maybe we went on an off night but it was disgraceful.,guess maybe went night disgraceful,0,yelp,13,5
"However, my recent experience at this particular location was not so good.",however recent experience particular location good,0,yelp,12,6
"I know this is not like the other restaurants at all, something is very off here!",know like restaurants something,0,yelp,16,4
AVOID THIS ESTABLISHMENT!,avoid establishment,0,yelp,3,2
I think this restaurant suffers from not trying hard enough.,think restaurant suffers trying hard enough,0,yelp,10,6
All of the tapas dishes were delicious!,tapas dishes delicious,1,yelp,7,3
I *heart* this place.,heart place,1,yelp,4,2
My salad had a bland vinegrette on the baby greens and hearts of Palm.,salad bland vinegrette baby greens hearts palm,0,yelp,14,7
After two I felt disgusting.,two felt disgusting,0,yelp,5,3
A good time!,good time,1,yelp,3,2
I believe that this place is a great stop for those with a huge belly and hankering for sushi.,believe place great stop huge belly hankering sushi,1,yelp,19,8
Generous portions and great taste.,generous portions great taste,1,yelp,5,4
I will never go back to this place and will never ever recommended this place to anyone!,never go back place never ever recommended place anyone,0,yelp,17,9
"The servers went back and forth several times, not even so much as an ""Are you being helped?""",servers went back forth several times even much helped,0,yelp,18,9
Food was delicious!,food delicious,1,yelp,3,2
AN HOUR... seriously?,hour seriously,0,yelp,3,2
I consider this theft.,consider theft,0,yelp,4,2
Eew... This location needs a complete overhaul.,eew location needs complete overhaul,0,yelp,7,5
We recently witnessed her poor quality of management towards other guests as well.,recently witnessed poor quality management towards guests well,0,yelp,13,8
Waited and waited and waited.,waited waited waited,0,yelp,5,3
"He also came back to check on us regularly, excellent service.",also came back check us regularly excellent service,1,yelp,11,8
Our server was super nice and checked on us many times.,server super nice checked us many times,1,yelp,11,7
"The pizza tasted old, super chewy in not a good way.",pizza tasted old super chewy good way,0,yelp,11,7
I swung in to give them a try but was deeply disappointed.,swung give try deeply disappointed,0,yelp,12,5
Service was good and the company was better!,service good company better,1,yelp,8,4
The staff are also very friendly and efficient.,staff also friendly efficient,1,yelp,8,4
"As for the service: I'm a fan, because it's quick and you're being served by some nice folks.",service im fan quick youre served nice folks,1,yelp,18,8
Boy was that sucker dry!!.,boy sucker dry,0,yelp,5,3
Over rated.,rated,0,yelp,2,1
"If you look for authentic Thai food, go else where.",look authentic thai food go else,0,yelp,10,6
Their steaks are 100% recommended!,steaks 100 recommended,1,yelp,5,3
After I pulled up my car I waited for another 15 minutes before being acknowledged.,pulled car waited another 15 minutes acknowledged,0,yelp,15,7
Great food and great service in a clean and friendly setting.,great food great service clean friendly setting,1,yelp,11,7
"All in all, I can assure you I'll be back.",assure ill back,1,yelp,10,3
I hate those things as much as cheap quality black olives.,hate things much cheap quality black olives,0,yelp,11,7
"My breakfast was perpared great, with a beautiful presentation of 3 giant slices of Toast, lightly dusted with powdered sugar.",breakfast perpared great beautiful presentation 3 giant slices toast lightly dusted powdered sugar,1,yelp,20,13
The kids play area is NASTY!,kids play area nasty,0,yelp,6,4
Great place fo take out or eat in.,great place fo take eat,1,yelp,8,5
The waitress was friendly and happy to accomodate for vegan/veggie options.,waitress friendly happy accomodate veganveggie options,1,yelp,11,6
OMG I felt like I had never eaten Thai food until this dish.,omg felt like never eaten thai food dish,1,yelp,13,8
"It was extremely ""crumby"" and pretty tasteless.",extremely crumby pretty tasteless,0,yelp,7,4
It was a pale color instead of nice and char and has NO flavor.,pale color instead nice char flavor,0,yelp,14,6
The croutons also taste homemade which is an extra plus.,croutons also taste homemade extra plus,1,yelp,10,6
I got home to see the driest damn wings ever!,got home see driest damn wings ever,0,yelp,10,7
It'll be a regular stop on my trips to Phoenix!,itll regular stop trips phoenix,1,yelp,10,5
I really enjoyed Crema Café before they expanded; I even told friends they had the BEST breakfast.,really enjoyed crema café expanded even told friends best breakfast,1,yelp,17,10
Not good for the money.,good money,0,yelp,5,2
I miss it and wish they had one in Philadelphia!,miss wish one philadelphia,1,yelp,10,4
"We got sitting fairly fast, but, ended up waiting 40 minutes just to place our order, another 30 minutes before the food arrived.",got sitting fairly fast ended waiting 40 minutes place order another 30 minutes food arrived,0,yelp,23,15
They also have the best cheese crisp in town.,also best cheese crisp town,1,yelp,9,5
"Good value, great food, great service.",good value great food great service,1,yelp,6,6
Couldn't ask for a more satisfying meal.,couldnt ask satisfying meal,1,yelp,7,4
The food is good.,food good,1,yelp,4,2
It was awesome.,awesome,1,yelp,3,1
I just wanted to leave.,wanted leave,0,yelp,5,2
We made the drive all the way from North Scottsdale... and I was not one bit disappointed!,made drive way north scottsdale one bit disappointed,1,yelp,17,8
I will not be eating there again.,eating,0,yelp,7,1
!....THE OWNERS REALLY REALLY need to quit being soooooo cheap let them wrap my freaking sandwich in two papers not one!,owners really really need quit soooooo cheap let wrap freaking sandwich two papers one,0,yelp,21,14
I checked out this place a couple years ago and was not impressed.,checked place couple years ago impressed,0,yelp,13,6
"The chicken I got was definitely reheated and was only ok, the wedges were cold and soggy.",chicken got definitely reheated ok wedges cold soggy,0,yelp,17,8
"Sorry, I will not be getting food from here anytime soon :(",sorry getting food anytime soon,0,yelp,12,5
An absolute must visit!,absolute must visit,1,yelp,4,3
The cow tongue and cheek tacos are amazing.,cow tongue cheek tacos amazing,1,yelp,8,5
My friend did not like his Bloody Mary.,friend like bloody mary,0,yelp,8,4
"Despite how hard I rate businesses, its actually rare for me to give a 1 star.",despite hard rate businesses actually rare give 1 star,0,yelp,16,9
They really want to make your experience a good one.,really want make experience good one,1,yelp,10,6
I will not return.,return,0,yelp,4,1
I had the chicken Pho and it tasted very bland.,chicken pho tasted bland,0,yelp,10,4
Very disappointing!!!,disappointing,0,yelp,2,1
The grilled chicken was so tender and yellow from the saffron seasoning.,grilled chicken tender yellow saffron seasoning,1,yelp,12,6
"a drive thru means you do not want to wait around for half an hour for your food, but somehow when we end up going here they make us wait and wait.",drive thru means want wait around half hour food somehow end going make us wait wait,0,yelp,32,16
Pretty awesome place.,pretty awesome place,1,yelp,3,3
Ambience is perfect.,ambience perfect,1,yelp,3,2
Best of luck to the rude and non-customer service focused new management.,best luck rude noncustomer service focused new management,0,yelp,12,8
Any grandmother can make a roasted chicken better than this one.,grandmother make roasted chicken better one,0,yelp,11,6
I asked multiple times for the wine list and after some time of being ignored I went to the hostess and got one myself.,asked multiple times wine list time ignored went hostess got one,0,yelp,24,11
"The staff is always super friendly and helpful, which is especially cool when you bring two small boys and a baby!",staff always super friendly helpful especially cool bring two small boys baby,1,yelp,21,12
Four stars for the food & the guy in the blue shirt for his great vibe & still letting us in to eat !,four stars food guy blue shirt great vibe still letting us eat,1,yelp,24,12
The roast beef sandwich tasted really good!,roast beef sandwich tasted really good,1,yelp,7,6
"Same evening, him and I are both drastically sick.",evening drastically sick,0,yelp,9,3
High-quality chicken on the chicken Caesar salad.,highquality chicken chicken caesar salad,1,yelp,7,5
Ordered burger rare came in we'll done.,ordered burger rare came well done,0,yelp,7,6
We were promptly greeted and seated.,promptly greeted seated,1,yelp,6,3
Tried to go here for lunch and it was a madhouse.,tried go lunch madhouse,0,yelp,11,4
"I was proven dead wrong by this sushi bar, not only because the quality is great, but the service is fast and the food, impeccable.",proven dead wrong sushi bar quality great service fast food impeccable,1,yelp,25,11
"After waiting an hour and being seated, I was not in the greatest of moods.",waiting hour seated greatest moods,0,yelp,15,5
This is a good joint.,good joint,1,yelp,5,2
The Macarons here are insanely good.,macarons insanely good,1,yelp,6,3
I'm not eating here!,im eating,0,yelp,4,2
"Our waiter was very attentive, friendly, and informative.",waiter attentive friendly informative,1,yelp,8,4
